,POS_ms,left_syll,syll_onset,syll_type,right_onset,left_neigh,ict,word
597,PART,closed,closed,closed,nan,True,False,34
598,PART,closed,closed,closed,nan,True,True,203
599,PART,closed,closed,closed,open,False,False,924
600,PART,closed,closed,closed,open,False,True,1100
601,PART,closed,closed,closed,open,True,False,538
602,PART,closed,closed,closed,open,True,True,867
603,PART,closed,closed,open,closed,False,False,35000
604,PART,closed,closed,open,closed,False,True,13089
605,PART,closed,closed,open,closed,True,False,35975
606,PART,closed,closed,open,closed,True,True,10404
607,PART,closed,closed,open,nan,False,False,708
608,PART,closed,closed,open,nan,False,True,136
609,PART,closed,closed,open,nan,True,False,833
610,PART,closed,closed,open,nan,True,True,69
611,PART,closed,closed,open,open,False,False,5479
612,PART,closed,closed,open,open,False,True,2681
613,PART,closed,closed,open,open,True,False,5348
614,PART,closed,closed,open,open,True,True,2016
615,PART,closed,open,closed,closed,False,False,1305
616,PART,closed,open,closed,closed,False,True,412
617,PART,closed,open,closed,closed,True,False,1726
618,PART,closed,open,closed,closed,True,True,175
619,PART,closed,open,closed,nan,False,False,9
620,PART,closed,open,closed,nan,False,True,11
621,PART,closed,open,closed,nan,True,False,17
622,PART,closed,open,closed,nan,True,True,4
623,PART,closed,open,closed,open,False,False,252
624,PART,closed,open,closed,open,False,True,76
625,PART,closed,open,closed,open,True,False,291
626,PART,closed,open,closed,open,True,True,23
627,PART,closed,open,open,closed,False,False,28
628,PART,closed,open,open,closed,False,True,28
629,PART,closed,open,open,closed,True,False,17
630,PART,closed,open,open,closed,True,True,5
631,PART,closed,open,open,nan,False,False,14
632,PART,closed,open,open,nan,False,True,11
633,PART,closed,open,open,nan,True,False,9
634,PART,closed,open,open,nan,True,True,1
635,PART,closed,open,open,open,False,False,2
636,PART,closed,open,open,open,False,True,6
637,PART,closed,open,open,open,True,False,5
638,PART,nan,closed,closed,closed,False,False,23106
639,PART,nan,closed,closed,closed,False,True,7636
640,PART,nan,closed,closed,nan,False,False,1
641,PART,nan,closed,closed,nan,False,True,44
642,PART,nan,closed,closed,open,False,False,5571
643,PART,nan,closed,closed,open,False,True,3534
644,PART,nan,closed,open,closed,False,False,43801
645,PART,nan,closed,open,closed,False,True,11590
646,PART,nan,closed,open,nan,False,True,25
647,PART,nan,closed,open,open,False,False,6838
648,PART,nan,closed,open,open,False,True,2807
649,PART,nan,open,closed,closed,False,False,2847
650,PART,nan,open,closed,closed,False,True,705
651,PART,nan,open,closed,nan,False,True,9
652,PART,nan,open,closed,open,False,False,525
653,PART,nan,open,closed,open,False,True,118
654,PART,nan,open,open,closed,False,False,182
655,PART,nan,open,open,closed,False,True,48
656,PART,nan,open,open,nan,False,True,62
657,PART,nan,open,open,open,False,False,28
658,PART,nan,open,open,open,False,True,4
659,PART,open,closed,closed,closed,False,False,2785
660,PART,open,closed,closed,closed,False,True,3028
661,PART,open,closed,closed,closed,True,False,2612
662,PART,open,closed,closed,closed,True,True,8098
663,PART,open,closed,closed,nan,False,False,76
664,PART,open,closed,closed,nan,False,True,317
665,PART,open,closed,closed,nan,True,False,54
666,PART,open,closed,closed,nan,True,True,598
667,PART,open,closed,closed,open,False,False,502
668,PART,open,closed,closed,open,False,True,1030
669,PART,open,closed,closed,open,True,False,517
670,PART,open,closed,closed,open,True,True,3461
671,PART,open,closed,open,closed,False,False,36639
672,PART,open,closed,open,closed,False,True,17477
673,PART,open,closed,open,closed,True,False,35494
674,PART,open,closed,open,closed,True,True,18915
675,PART,open,closed,open,nan,False,False,921
676,PART,open,closed,open,nan,False,True,117
677,PART,open,closed,open,nan,True,False,759
678,PART,open,closed,open,nan,True,True,230
679,PART,open,closed,open,open,False,False,5672
680,PART,open,closed,open,open,False,True,3428
681,PART,open,closed,open,open,True,False,4501
682,PART,open,closed,open,open,True,True,3847
683,PART,open,open,closed,closed,False,False,1229
684,PART,open,open,closed,closed,False,True,441
685,PART,open,open,closed,closed,True,False,1208
686,PART,open,open,closed,closed,True,True,529
687,PART,open,open,closed,nan,False,False,13
688,PART,open,open,closed,nan,False,True,3
689,PART,open,open,closed,nan,True,False,6
690,PART,open,open,closed,nan,True,True,2
691,PART,open,open,closed,open,False,False,182
692,PART,open,open,closed,open,False,True,69
693,PART,open,open,closed,open,True,False,174
694,PART,open,open,closed,open,True,True,101
695,PART,open,open,open,closed,False,False,18
696,PART,open,open,open,closed,False,True,11
697,PART,open,open,open,closed,True,False,22
698,PART,open,open,open,closed,True,True,13
699,PART,open,open,open,nan,False,False,6
700,PART,open,open,open,nan,False,True,8
701,PART,open,open,open,nan,True,False,1
702,PART,open,open,open,nan,True,True,4
703,PART,open,open,open,open,False,False,1
704,PART,open,open,open,open,False,True,2
705,PART,open,open,open,open,True,False,3
706,PART,open,open,open,open,True,True,1
707,PR,closed,closed,closed,closed,False,False,14178
708,PR,closed,closed,closed,closed,False,True,6434
709,PR,closed,closed,closed,closed,True,False,8601
710,PR,closed,closed,closed,closed,True,True,2705
711,PR,closed,closed,closed,nan,False,False,4
712,PR,closed,closed,closed,nan,False,True,42
713,PR,closed,closed,closed,nan,True,False,1
714,PR,closed,closed,closed,nan,True,True,5
715,PR,closed,closed,closed,open,False,False,2711
716,PR,closed,closed,closed,open,False,True,1168
717,PR,closed,closed,closed,open,True,False,1639
718,PR,closed,closed,closed,open,True,True,556
719,PR,closed,closed,open,closed,False,False,52618
720,PR,closed,closed,open,closed,False,True,21043
721,PR,closed,closed,open,closed,True,False,29540
722,PR,closed,closed,open,closed,True,True,9041
723,PR,closed,closed,open,nan,False,False,14
724,PR,closed,closed,open,nan,False,True,93
725,PR,closed,closed,open,nan,True,False,5
726,PR,closed,closed,open,nan,True,True,21
727,PR,closed,closed,open,open,False,False,9196
728,PR,closed,closed,open,open,False,True,3455
729,PR,closed,closed,open,open,True,False,5387
730,PR,closed,closed,open,open,True,True,1468
731,PR,closed,open,closed,closed,False,False,14363
732,PR,closed,open,closed,closed,False,True,4616
733,PR,closed,open,closed,closed,True,False,7265
734,PR,closed,open,closed,closed,True,True,1736
735,PR,closed,open,closed,nan,False,False,7
736,PR,closed,open,closed,nan,False,True,22
737,PR,closed,open,closed,nan,True,False,2
738,PR,closed,open,closed,nan,True,True,3
739,PR,closed,open,closed,open,False,False,2609
740,PR,closed,open,closed,open,False,True,1215
741,PR,closed,open,closed,open,True,False,1191
742,PR,closed,open,closed,open,True,True,477
743,PR,closed,open,open,closed,False,False,10706
744,PR,closed,open,open,closed,False,True,3516
745,PR,closed,open,open,closed,True,False,6527
746,PR,closed,open,open,closed,True,True,1646
747,PR,closed,open,open,nan,False,False,3
748,PR,closed,open,open,nan,False,True,12
749,PR,closed,open,open,nan,True,False,2
750,PR,closed,open,open,nan,True,True,1
751,PR,closed,open,open,open,False,False,1482
752,PR,closed,open,open,open,False,True,601
753,PR,closed,open,open,open,True,False,1077
754,PR,closed,open,open,open,True,True,518
755,PR,nan,closed,closed,closed,False,False,22506
756,PR,nan,closed,closed,closed,False,True,5802
757,PR,nan,closed,closed,nan,False,True,8
758,PR,nan,closed,closed,open,False,False,4557
759,PR,nan,closed,closed,open,False,True,1009
760,PR,nan,closed,open,closed,False,False,60240
761,PR,nan,closed,open,closed,False,True,17515
762,PR,nan,closed,open,nan,False,True,10
763,PR,nan,closed,open,open,False,False,10446
764,PR,nan,closed,open,open,False,True,2610
765,PR,nan,open,closed,closed,False,False,15499
766,PR,nan,open,closed,closed,False,True,3696
767,PR,nan,open,closed,nan,False,True,6
768,PR,nan,open,closed,open,False,False,2726
769,PR,nan,open,closed,open,False,True,876
770,PR,nan,open,open,closed,False,False,19049
771,PR,nan,open,open,closed,False,True,3969
772,PR,nan,open,open,open,False,False,1810
773,PR,nan,open,open,open,False,True,982
774,PR,open,closed,closed,closed,False,False,11381
775,PR,open,closed,closed,closed,False,True,6299
776,PR,open,closed,closed,closed,True,False,5675
777,PR,open,closed,closed,closed,True,True,4366
778,PR,open,closed,closed,nan,False,False,2
779,PR,open,closed,closed,nan,False,True,34
780,PR,open,closed,closed,nan,True,False,2
781,PR,open,closed,closed,nan,True,True,30
782,PR,open,closed,closed,open,False,False,2199
783,PR,open,closed,closed,open,False,True,1141
784,PR,open,closed,closed,open,True,False,1335
785,PR,open,closed,closed,open,True,True,959
786,PR,open,closed,open,closed,False,False,36302
787,PR,open,closed,open,closed,False,True,18472
788,PR,open,closed,open,closed,True,False,23017
789,PR,open,closed,open,closed,True,True,14441
790,PR,open,closed,open,nan,False,False,22
791,PR,open,closed,open,nan,False,True,59
792,PR,open,closed,open,nan,True,False,11
793,PR,open,closed,open,nan,True,True,69
794,PR,open,closed,open,open,False,False,7060
795,PR,open,closed,open,open,False,True,2999
796,PR,open,closed,open,open,True,False,4921
797,PR,open,closed,open,open,True,True,2788
798,PR,open,open,closed,closed,False,False,9049
799,PR,open,open,closed,closed,False,True,3568
800,PR,open,open,closed,closed,True,False,4396
801,PR,open,open,closed,closed,True,True,2432
802,PR,open,open,closed,nan,False,False,1
803,PR,open,open,closed,nan,False,True,14
804,PR,open,open,closed,nan,True,True,4
805,PR,open,open,closed,open,False,False,1362
806,PR,open,open,closed,open,False,True,962
807,PR,open,open,closed,open,True,False,961
808,PR,open,open,closed,open,True,True,725
809,PR,open,open,open,closed,False,False,6677
810,PR,open,open,open,closed,False,True,2947
811,PR,open,open,open,closed,True,False,5005
812,PR,open,open,open,closed,True,True,2002
813,PR,open,open,open,nan,False,False,2
814,PR,open,open,open,nan,False,True,3
815,PR,open,open,open,nan,True,True,10
816,PR,open,open,open,open,False,False,998
817,PR,open,open,open,open,False,True,844
818,PR,open,open,open,open,True,False,645
819,PR,open,open,open,open,True,True,560
820,S,closed,closed,closed,closed,False,False,7183
821,S,closed,closed,closed,closed,False,True,131615
822,S,closed,closed,closed,closed,True,False,2985
823,S,closed,closed,closed,closed,True,True,50952
824,S,closed,closed,closed,nan,False,False,652
825,S,closed,closed,closed,nan,False,True,62648
826,S,closed,closed,closed,nan,True,False,185
827,S,closed,closed,closed,nan,True,True,11651
828,S,closed,closed,closed,open,False,False,979
829,S,closed,closed,closed,open,False,True,29090
830,S,closed,closed,closed,open,True,False,391
831,S,closed,closed,closed,open,True,True,13856
832,S,closed,closed,open,closed,False,False,670
833,S,closed,closed,open,closed,False,True,7103
834,S,closed,closed,open,closed,True,False,326
835,S,closed,closed,open,closed,True,True,2507
836,S,closed,closed,open,nan,False,False,37
837,S,closed,closed,open,nan,False,True,4422
838,S,closed,closed,open,nan,True,False,35
839,S,closed,closed,open,nan,True,True,979
840,S,closed,closed,open,open,False,False,85
841,S,closed,closed,open,open,False,True,1035
842,S,closed,closed,open,open,True,False,30
843,S,closed,closed,open,open,True,True,586
844,S,closed,open,closed,closed,False,False,212
845,S,closed,open,closed,closed,False,True,2690
846,S,closed,open,closed,closed,True,False,120
847,S,closed,open,closed,closed,True,True,1234
848,S,closed,open,closed,nan,False,False,11
849,S,closed,open,closed,nan,False,True,1194
850,S,closed,open,closed,nan,True,False,8
851,S,closed,open,closed,nan,True,True,241
852,S,closed,open,closed,open,False,False,51
853,S,closed,open,closed,open,False,True,684
854,S,closed,open,closed,open,True,False,27
855,S,closed,open,closed,open,True,True,406
856,S,closed,open,open,closed,False,False,478
857,S,closed,open,open,closed,False,True,402
858,S,closed,open,open,closed,True,False,237
859,S,closed,open,open,closed,True,True,68
860,S,closed,open,open,nan,False,False,19
861,S,closed,open,open,nan,False,True,59
862,S,closed,open,open,nan,True,False,8
863,S,closed,open,open,nan,True,True,12
864,S,closed,open,open,open,False,False,56
865,S,closed,open,open,open,False,True,57
866,S,closed,open,open,open,True,False,13
867,S,closed,open,open,open,True,True,14
868,S,nan,closed,closed,closed,False,False,19611
869,S,nan,closed,closed,closed,False,True,20832
870,S,nan,closed,closed,nan,False,False,3
871,S,nan,closed,closed,nan,False,True,619
872,S,nan,closed,closed,open,False,False,3739
873,S,nan,closed,closed,open,False,True,5888
874,S,nan,closed,open,closed,False,False,880
875,S,nan,closed,open,closed,False,True,962
876,S,nan,closed,open,nan,False,True,49
877,S,nan,closed,open,open,False,False,144
878,S,nan,closed,open,open,False,True,219
879,S,nan,open,closed,closed,False,False,368
880,S,nan,open,closed,closed,False,True,396
881,S,nan,open,closed,nan,False,False,1
882,S,nan,open,closed,nan,False,True,16
883,S,nan,open,closed,open,False,False,102
884,S,nan,open,closed,open,False,True,107
885,S,nan,open,open,closed,False,False,1222
886,S,nan,open,open,closed,False,True,237
887,S,nan,open,open,nan,False,True,4
888,S,nan,open,open,open,False,False,147
889,S,nan,open,open,open,False,True,51
890,S,open,closed,closed,closed,False,False,3530
891,S,open,closed,closed,closed,False,True,37207
892,S,open,closed,closed,closed,True,False,2603
893,S,open,closed,closed,closed,True,True,57085
894,S,open,closed,closed,nan,False,False,319
895,S,open,closed,closed,nan,False,True,13195
896,S,open,closed,closed,nan,True,False,422
897,S,open,closed,closed,nan,True,True,11725
898,S,open,closed,closed,open,False,False,479
899,S,open,closed,closed,open,False,True,10050
900,S,open,closed,closed,open,True,False,336
901,S,open,closed,closed,open,True,True,17991
902,S,open,closed,open,closed,False,False,256
903,S,open,closed,open,closed,False,True,2487
904,S,open,closed,open,closed,True,False,819
905,S,open,closed,open,closed,True,True,8607
906,S,open,closed,open,nan,False,False,51
907,S,open,closed,open,nan,False,True,1391
908,S,open,closed,open,nan,True,False,94
909,S,open,closed,open,nan,True,True,2942
910,S,open,closed,open,open,False,False,31
911,S,open,closed,open,open,False,True,583
912,S,open,closed,open,open,True,False,62
913,S,open,closed,open,open,True,True,1653
914,S,open,open,closed,closed,False,False,87
915,S,open,open,closed,closed,False,True,791
916,S,open,open,closed,closed,True,False,62
917,S,open,open,closed,closed,True,True,1282
918,S,open,open,closed,nan,False,False,8
919,S,open,open,closed,nan,False,True,225
920,S,open,open,closed,nan,True,False,8
921,S,open,open,closed,nan,True,True,285
922,S,open,open,closed,open,False,False,21
923,S,open,open,closed,open,False,True,215
924,S,open,open,closed,open,True,False,18
925,S,open,open,closed,open,True,True,393
926,S,open,open,open,closed,False,False,150
927,S,open,open,open,closed,False,True,87
928,S,open,open,open,closed,True,False,109
929,S,open,open,open,closed,True,True,101
930,S,open,open,open,nan,False,False,8
931,S,open,open,open,nan,False,True,19
932,S,open,open,open,nan,True,False,5
933,S,open,open,open,nan,True,True,24
934,S,open,open,open,open,False,False,24
935,S,open,open,open,open,False,True,9
936,S,open,open,open,open,True,False,54
937,S,open,open,open,open,True,True,21
938,SPRO,closed,closed,closed,closed,False,False,13263
939,SPRO,closed,closed,closed,closed,False,True,17638
940,SPRO,closed,closed,closed,closed,True,False,2746
941,SPRO,closed,closed,closed,closed,True,True,8705
942,SPRO,closed,closed,closed,nan,False,False,379
943,SPRO,closed,closed,closed,nan,False,True,3217
944,SPRO,closed,closed,closed,nan,True,False,123
945,SPRO,closed,closed,closed,nan,True,True,1228
946,SPRO,closed,closed,closed,open,False,False,1570
947,SPRO,closed,closed,closed,open,False,True,3775
948,SPRO,closed,closed,closed,open,True,False,384
949,SPRO,closed,closed,closed,open,True,True,2036
950,SPRO,closed,closed,open,closed,False,False,22282
951,SPRO,closed,closed,open,closed,False,True,16682
952,SPRO,closed,closed,open,closed,True,False,13774
953,SPRO,closed,closed,open,closed,True,True,9205
954,SPRO,closed,closed,open,nan,False,False,740
955,SPRO,closed,closed,open,nan,False,True,1785
956,SPRO,closed,closed,open,nan,True,False,302
957,SPRO,closed,closed,open,nan,True,True,502
958,SPRO,closed,closed,open,open,False,False,2895
959,SPRO,closed,closed,open,open,False,True,3651
960,SPRO,closed,closed,open,open,True,False,1658
961,SPRO,closed,closed,open,open,True,True,2085
962,SPRO,closed,open,closed,closed,False,False,13622
963,SPRO,closed,open,closed,closed,False,True,8843
964,SPRO,closed,open,closed,closed,True,False,7610
965,SPRO,closed,open,closed,closed,True,True,3979
966,SPRO,closed,open,closed,nan,False,False,620
967,SPRO,closed,open,closed,nan,False,True,1572
968,SPRO,closed,open,closed,nan,True,False,206
969,SPRO,closed,open,closed,nan,True,True,354
970,SPRO,closed,open,closed,open,False,False,1882
971,SPRO,closed,open,closed,open,False,True,2031
972,SPRO,closed,open,closed,open,True,False,1036
973,SPRO,closed,open,closed,open,True,True,931
974,SPRO,closed,open,open,closed,False,False,16326
975,SPRO,closed,open,open,closed,False,True,8738
976,SPRO,closed,open,open,closed,True,False,8791
977,SPRO,closed,open,open,closed,True,True,4720
978,SPRO,closed,open,open,nan,False,False,1145
979,SPRO,closed,open,open,nan,False,True,970
980,SPRO,closed,open,open,nan,True,False,399
981,SPRO,closed,open,open,nan,True,True,269
982,SPRO,closed,open,open,open,False,False,1971
983,SPRO,closed,open,open,open,False,True,1744
984,SPRO,closed,open,open,open,True,False,1012
985,SPRO,closed,open,open,open,True,True,921
986,SPRO,nan,closed,closed,closed,False,False,6894
987,SPRO,nan,closed,closed,closed,False,True,2763
988,SPRO,nan,closed,closed,nan,False,True,15
989,SPRO,nan,closed,closed,open,False,False,954
990,SPRO,nan,closed,closed,open,False,True,638
991,SPRO,nan,closed,open,closed,False,False,70845
992,SPRO,nan,closed,open,closed,False,True,24009
993,SPRO,nan,closed,open,nan,False,False,2
994,SPRO,nan,closed,open,nan,False,True,79
995,SPRO,nan,closed,open,open,False,False,9250
996,SPRO,nan,closed,open,open,False,True,4917
997,SPRO,nan,open,closed,closed,False,False,23844
998,SPRO,nan,open,closed,closed,False,True,5301
999,SPRO,nan,open,closed,nan,False,True,18
1000,SPRO,nan,open,closed,open,False,False,3135
1001,SPRO,nan,open,closed,open,False,True,1192
1002,SPRO,nan,open,open,closed,False,False,40230
1003,SPRO,nan,open,open,closed,False,True,9955
1004,SPRO,nan,open,open,nan,False,True,41
1005,SPRO,nan,open,open,open,False,False,4780
1006,SPRO,nan,open,open,open,False,True,1786
1007,SPRO,open,closed,closed,closed,False,False,2913
1008,SPRO,open,closed,closed,closed,False,True,6985
1009,SPRO,open,closed,closed,closed,True,False,2168
1010,SPRO,open,closed,closed,closed,True,True,23322
1011,SPRO,open,closed,closed,nan,False,False,165
1012,SPRO,open,closed,closed,nan,False,True,1820
1013,SPRO,open,closed,closed,nan,True,False,122
1014,SPRO,open,closed,closed,nan,True,True,3755
1015,SPRO,open,closed,closed,open,False,False,323
1016,SPRO,open,closed,closed,open,False,True,1458
1017,SPRO,open,closed,closed,open,True,False,230
1018,SPRO,open,closed,closed,open,True,True,4739
1019,SPRO,open,closed,open,closed,False,False,13403
1020,SPRO,open,closed,open,closed,False,True,14935
1021,SPRO,open,closed,open,closed,True,False,11433
1022,SPRO,open,closed,open,closed,True,True,36527
1023,SPRO,open,closed,open,nan,False,False,462
1024,SPRO,open,closed,open,nan,False,True,1549
1025,SPRO,open,closed,open,nan,True,False,254
1026,SPRO,open,closed,open,nan,True,True,1785
1027,SPRO,open,closed,open,open,False,False,1495
1028,SPRO,open,closed,open,open,False,True,3159
1029,SPRO,open,closed,open,open,True,False,1133
1030,SPRO,open,closed,open,open,True,True,7123
1031,SPRO,open,open,closed,closed,False,False,6597
1032,SPRO,open,open,closed,closed,False,True,6635
1033,SPRO,open,open,closed,closed,True,False,3224
1034,SPRO,open,open,closed,closed,True,True,6524
1035,SPRO,open,open,closed,nan,False,False,183
1036,SPRO,open,open,closed,nan,False,True,1086
1037,SPRO,open,open,closed,nan,True,False,46
1038,SPRO,open,open,closed,nan,True,True,353
1039,SPRO,open,open,closed,open,False,False,713
1040,SPRO,open,open,closed,open,False,True,1408
1041,SPRO,open,open,closed,open,True,False,325
1042,SPRO,open,open,closed,open,True,True,1552
1043,SPRO,open,open,open,closed,False,False,9298
1044,SPRO,open,open,open,closed,False,True,7296
1045,SPRO,open,open,open,closed,True,False,5092
1046,SPRO,open,open,open,closed,True,True,12538
1047,SPRO,open,open,open,nan,False,False,549
1048,SPRO,open,open,open,nan,False,True,599
1049,SPRO,open,open,open,nan,True,False,109
1050,SPRO,open,open,open,nan,True,True,502
1051,SPRO,open,open,open,open,False,False,966
1052,SPRO,open,open,open,open,False,True,1393
1053,SPRO,open,open,open,open,True,False,471
1054,SPRO,open,open,open,open,True,True,2722
1055,V,closed,closed,closed,closed,False,False,4229
1056,V,closed,closed,closed,closed,False,True,12852
1057,V,closed,closed,closed,closed,True,False,3295
1058,V,closed,closed,closed,closed,True,True,12041
1059,V,closed,closed,closed,nan,False,False,68
1060,V,closed,closed,closed,nan,False,True,3464
1061,V,closed,closed,closed,nan,True,False,62
1062,V,closed,closed,closed,nan,True,True,1749
1063,V,closed,closed,closed,open,False,False,561
1064,V,closed,closed,closed,open,False,True,3678
1065,V,closed,closed,closed,open,True,False,480
1066,V,closed,closed,closed,open,True,True,3933
1067,V,closed,closed,open,closed,False,False,92
1068,V,closed,closed,open,closed,False,True,617
1069,V,closed,closed,open,closed,True,False,93
1070,V,closed,closed,open,closed,True,True,336
1071,V,closed,closed,open,nan,False,False,5
1072,V,closed,closed,open,nan,False,True,181
1073,V,closed,closed,open,nan,True,False,3
1074,V,closed,closed,open,nan,True,True,66
1075,V,closed,closed,open,open,False,False,23
1076,V,closed,closed,open,open,False,True,137
1077,V,closed,closed,open,open,True,False,7
1078,V,closed,closed,open,open,True,True,110
1079,V,closed,open,closed,closed,False,False,567
1080,V,closed,open,closed,closed,False,True,794
1081,V,closed,open,closed,closed,True,False,559
1082,V,closed,open,closed,closed,True,True,760
1083,V,closed,open,closed,nan,False,False,5
1084,V,closed,open,closed,nan,False,True,170
1085,V,closed,open,closed,nan,True,False,5
1086,V,closed,open,closed,nan,True,True,107
1087,V,closed,open,closed,open,False,False,66
1088,V,closed,open,closed,open,False,True,273
1089,V,closed,open,closed,open,True,False,54
1090,V,closed,open,closed,open,True,True,254
1091,V,nan,closed,closed,closed,False,False,12530
1092,V,nan,closed,closed,closed,False,True,8214
1093,V,nan,closed,closed,nan,False,False,1
1094,V,nan,closed,closed,nan,False,True,115
1095,V,nan,closed,closed,open,False,False,1882
1096,V,nan,closed,closed,open,False,True,2905
1097,V,nan,closed,open,closed,False,False,971
1098,V,nan,closed,open,closed,False,True,977
1099,V,nan,closed,open,nan,False,True,12
1100,V,nan,closed,open,open,False,False,133
1101,V,nan,closed,open,open,False,True,240
1102,V,nan,open,closed,closed,False,False,2318
1103,V,nan,open,closed,closed,False,True,792
1104,V,nan,open,closed,nan,False,True,7
1105,V,nan,open,closed,open,False,False,350
1106,V,nan,open,closed,open,False,True,285
1107,V,open,closed,closed,closed,False,False,3045
1108,V,open,closed,closed,closed,False,True,13595
1109,V,open,closed,closed,closed,True,False,2628
1110,V,open,closed,closed,closed,True,True,23177
1111,V,open,closed,closed,nan,False,False,144
1112,V,open,closed,closed,nan,False,True,4166
1113,V,open,closed,closed,nan,True,False,162
1114,V,open,closed,closed,nan,True,True,3667
1115,V,open,closed,closed,open,False,False,439
1116,V,open,closed,closed,open,False,True,3933
1117,V,open,closed,closed,open,True,False,437
1118,V,open,closed,closed,open,True,True,7378
1119,V,open,closed,open,closed,False,False,120
1120,V,open,closed,open,closed,False,True,1020
1121,V,open,closed,open,closed,True,False,64
1122,V,open,closed,open,closed,True,True,2350
1123,V,open,closed,open,nan,False,False,15
1124,V,open,closed,open,nan,False,True,269
1125,V,open,closed,open,nan,True,False,3
1126,V,open,closed,open,nan,True,True,313
1127,V,open,closed,open,open,False,False,16
1128,V,open,closed,open,open,False,True,272
1129,V,open,closed,open,open,True,False,6
1130,V,open,closed,open,open,True,True,622
1131,V,open,open,closed,closed,False,False,734
1132,V,open,open,closed,closed,False,True,1301
1133,V,open,open,closed,closed,True,False,678
1134,V,open,open,closed,closed,True,True,1783
1135,V,open,open,closed,nan,False,False,31
1136,V,open,open,closed,nan,False,True,262
1137,V,open,open,closed,nan,True,False,23
1138,V,open,open,closed,nan,True,True,220
1139,V,open,open,closed,open,False,False,86
1140,V,open,open,closed,open,False,True,421
1141,V,open,open,closed,open,True,False,77
1142,V,open,open,closed,open,True,True,598
1143,nan,closed,closed,closed,closed,False,False,14
1144,nan,closed,closed,closed,closed,False,True,28
1145,nan,closed,closed,closed,closed,True,False,3
1146,nan,closed,closed,closed,closed,True,True,16
1147,nan,closed,closed,closed,nan,False,False,1
1148,nan,closed,closed,closed,nan,False,True,13
1149,nan,closed,closed,closed,nan,True,True,1
1150,nan,closed,closed,closed,open,False,False,3
1151,nan,closed,closed,closed,open,False,True,4
1152,nan,closed,closed,closed,open,True,False,1
1153,nan,closed,closed,closed,open,True,True,3
1154,nan,closed,closed,open,closed,False,False,156
1155,nan,closed,closed,open,closed,False,True,171
1156,nan,closed,closed,open,closed,True,False,176
1157,nan,closed,closed,open,closed,True,True,138
1158,nan,closed,closed,open,nan,False,False,6
1159,nan,closed,closed,open,nan,False,True,45
1160,nan,closed,closed,open,nan,True,False,10
1161,nan,closed,closed,open,nan,True,True,34
1162,nan,closed,closed,open,open,False,False,27
1163,nan,closed,closed,open,open,False,True,28
1164,nan,closed,closed,open,open,True,False,9
1165,nan,closed,closed,open,open,True,True,11
1166,nan,closed,open,closed,closed,False,False,20
1167,nan,closed,open,closed,closed,False,True,19
1168,nan,closed,open,closed,closed,True,False,16
1169,nan,closed,open,closed,closed,True,True,29
1170,nan,closed,open,closed,nan,False,True,14
1171,nan,closed,open,closed,nan,True,False,2
1172,nan,closed,open,closed,nan,True,True,4
1173,nan,closed,open,closed,open,False,False,11
1174,nan,closed,open,closed,open,False,True,28
1175,nan,closed,open,closed,open,True,False,5
1176,nan,closed,open,closed,open,True,True,8
1177,nan,nan,closed,closed,closed,False,False,14
1178,nan,nan,closed,closed,closed,False,True,14
1179,nan,nan,closed,closed,nan,False,True,3
1180,nan,nan,closed,closed,open,False,False,1
1181,nan,nan,closed,closed,open,False,True,1
1182,nan,nan,closed,open,closed,False,False,123
1183,nan,nan,closed,open,closed,False,True,119
1184,nan,nan,closed,open,nan,False,True,10
1185,nan,nan,closed,open,open,False,False,15
1186,nan,nan,closed,open,open,False,True,16
1187,nan,nan,open,closed,closed,False,False,20
1188,nan,nan,open,closed,closed,False,True,18
1189,nan,nan,open,closed,nan,False,True,1
1190,nan,nan,open,closed,open,False,False,3
1191,nan,nan,open,closed,open,False,True,9
1192,nan,open,closed,closed,closed,False,False,3
1193,nan,open,closed,closed,closed,False,True,9
1194,nan,open,closed,closed,closed,True,False,5
1195,nan,open,closed,closed,closed,True,True,22
1196,nan,open,closed,closed,nan,False,True,6
1197,nan,open,closed,closed,nan,True,True,2
1198,nan,open,closed,closed,open,False,False,3
1199,nan,open,closed,closed,open,False,True,1
1200,nan,open,closed,closed,open,True,False,1
1201,nan,open,closed,closed,open,True,True,3
1202,nan,open,closed,open,closed,False,False,91
1203,nan,open,closed,open,closed,False,True,130
1204,nan,open,closed,open,closed,True,False,415
1205,nan,open,closed,open,closed,True,True,436
1206,nan,open,closed,open,nan,False,False,14
1207,nan,open,closed,open,nan,False,True,21
1208,nan,open,closed,open,nan,True,False,20
1209,nan,open,closed,open,nan,True,True,85
1210,nan,open,closed,open,open,False,False,13
1211,nan,open,closed,open,open,False,True,25
1212,nan,open,closed,open,open,True,False,24
1213,nan,open,closed,open,open,True,True,50
1214,nan,open,open,closed,closed,False,False,12
1215,nan,open,open,closed,closed,False,True,21
1216,nan,open,open,closed,closed,True,False,17
1217,nan,open,open,closed,closed,True,True,41
1218,nan,open,open,closed,nan,False,False,1
1219,nan,open,open,closed,nan,False,True,3
1220,nan,open,open,closed,nan,True,True,8
1221,nan,open,open,closed,open,False,False,2
1222,nan,open,open,closed,open,False,True,7
1223,nan,open,open,closed,open,True,False,2
1224,nan,open,open,closed,open,True,True,18
