,POS_ms,left_syll,syll_onset,syll_type,right_onset,left_neigh,ict,word
303,COM,closed,closed,open,closed,False,True,2
304,COM,closed,closed,open,closed,True,False,1
305,COM,closed,closed,open,nan,False,True,1
306,COM,closed,open,closed,closed,False,True,2
307,COM,nan,closed,closed,closed,False,False,1
308,COM,nan,closed,open,closed,False,False,1
309,COM,open,closed,closed,closed,True,False,2
310,COM,open,closed,open,closed,False,False,1
311,COM,open,closed,open,closed,True,False,5
312,COM,open,open,closed,closed,False,True,1
313,CONJ,closed,closed,closed,closed,False,False,19995
314,CONJ,closed,closed,closed,closed,False,True,6822
315,CONJ,closed,closed,closed,closed,True,False,9794
316,CONJ,closed,closed,closed,closed,True,True,1739
317,CONJ,closed,closed,closed,nan,False,False,6
318,CONJ,closed,closed,closed,nan,False,True,34
319,CONJ,closed,closed,closed,nan,True,False,1
320,CONJ,closed,closed,closed,nan,True,True,7
321,CONJ,closed,closed,closed,open,False,False,2557
322,CONJ,closed,closed,closed,open,False,True,1524
323,CONJ,closed,closed,closed,open,True,False,1253
324,CONJ,closed,closed,closed,open,True,True,426
325,CONJ,closed,closed,open,closed,False,False,18103
326,CONJ,closed,closed,open,closed,False,True,6246
327,CONJ,closed,closed,open,closed,True,False,12073
328,CONJ,closed,closed,open,closed,True,True,3067
329,CONJ,closed,closed,open,nan,False,False,16
330,CONJ,closed,closed,open,nan,False,True,78
331,CONJ,closed,closed,open,nan,True,False,19
332,CONJ,closed,closed,open,nan,True,True,12
333,CONJ,closed,closed,open,open,False,False,3379
334,CONJ,closed,closed,open,open,False,True,1582
335,CONJ,closed,closed,open,open,True,False,1909
336,CONJ,closed,closed,open,open,True,True,696
337,CONJ,closed,open,closed,closed,False,False,1258
338,CONJ,closed,open,closed,closed,False,True,553
339,CONJ,closed,open,closed,closed,True,False,873
340,CONJ,closed,open,closed,closed,True,True,192
341,CONJ,closed,open,closed,nan,False,True,4
342,CONJ,closed,open,closed,nan,True,True,3
343,CONJ,closed,open,closed,open,False,False,151
344,CONJ,closed,open,closed,open,False,True,103
345,CONJ,closed,open,closed,open,True,False,121
346,CONJ,closed,open,closed,open,True,True,35
347,CONJ,closed,open,open,closed,False,False,76729
348,CONJ,closed,open,open,closed,False,True,28369
349,CONJ,closed,open,open,closed,True,False,49852
350,CONJ,closed,open,open,closed,True,True,7736
351,CONJ,closed,open,open,nan,False,False,60
352,CONJ,closed,open,open,nan,False,True,35
353,CONJ,closed,open,open,nan,True,False,27
354,CONJ,closed,open,open,nan,True,True,7
355,CONJ,closed,open,open,open,False,False,7588
356,CONJ,closed,open,open,open,False,True,3639
357,CONJ,closed,open,open,open,True,False,4551
358,CONJ,closed,open,open,open,True,True,1114
359,CONJ,nan,closed,closed,closed,False,False,30185
360,CONJ,nan,closed,closed,closed,False,True,5676
361,CONJ,nan,closed,closed,nan,False,True,5
362,CONJ,nan,closed,closed,open,False,False,4175
363,CONJ,nan,closed,closed,open,False,True,1270
364,CONJ,nan,closed,open,closed,False,False,60612
365,CONJ,nan,closed,open,closed,False,True,10789
366,CONJ,nan,closed,open,nan,False,True,13
367,CONJ,nan,closed,open,open,False,False,12934
368,CONJ,nan,closed,open,open,False,True,3241
369,CONJ,nan,open,closed,closed,False,False,3880
370,CONJ,nan,open,closed,closed,False,True,861
371,CONJ,nan,open,closed,open,False,False,602
372,CONJ,nan,open,closed,open,False,True,175
373,CONJ,nan,open,open,closed,False,False,230095
374,CONJ,nan,open,open,closed,False,True,39813
375,CONJ,nan,open,open,nan,False,True,15
376,CONJ,nan,open,open,open,False,False,31051
377,CONJ,nan,open,open,open,False,True,6501
378,CONJ,open,closed,closed,closed,False,False,11805
379,CONJ,open,closed,closed,closed,False,True,4697
380,CONJ,open,closed,closed,closed,True,False,5806
381,CONJ,open,closed,closed,closed,True,True,3631
382,CONJ,open,closed,closed,nan,False,False,5
383,CONJ,open,closed,closed,nan,False,True,26
384,CONJ,open,closed,closed,nan,True,False,2
385,CONJ,open,closed,closed,nan,True,True,6
386,CONJ,open,closed,closed,open,False,False,1302
387,CONJ,open,closed,closed,open,False,True,1010
388,CONJ,open,closed,closed,open,True,False,799
389,CONJ,open,closed,closed,open,True,True,828
390,CONJ,open,closed,open,closed,False,False,12182
391,CONJ,open,closed,open,closed,False,True,5577
392,CONJ,open,closed,open,closed,True,False,9490
393,CONJ,open,closed,open,closed,True,True,3353
394,CONJ,open,closed,open,nan,False,False,41
395,CONJ,open,closed,open,nan,False,True,43
396,CONJ,open,closed,open,nan,True,False,2
397,CONJ,open,closed,open,nan,True,True,8
398,CONJ,open,closed,open,open,False,False,2114
399,CONJ,open,closed,open,open,False,True,1319
400,CONJ,open,closed,open,open,True,False,1850
401,CONJ,open,closed,open,open,True,True,1062
402,CONJ,open,open,closed,closed,False,False,784
403,CONJ,open,open,closed,closed,False,True,509
404,CONJ,open,open,closed,closed,True,False,302
405,CONJ,open,open,closed,closed,True,True,59
406,CONJ,open,open,closed,nan,False,False,2
407,CONJ,open,open,closed,nan,False,True,4
408,CONJ,open,open,closed,nan,True,True,1
409,CONJ,open,open,closed,open,False,False,62
410,CONJ,open,open,closed,open,False,True,93
411,CONJ,open,open,closed,open,True,False,32
412,CONJ,open,open,closed,open,True,True,6
413,CONJ,open,open,open,closed,False,False,53512
414,CONJ,open,open,open,closed,False,True,23725
415,CONJ,open,open,open,closed,True,False,12068
416,CONJ,open,open,open,closed,True,True,2421
417,CONJ,open,open,open,nan,False,False,57
418,CONJ,open,open,open,nan,False,True,35
419,CONJ,open,open,open,nan,True,False,11
420,CONJ,open,open,open,nan,True,True,4
421,CONJ,open,open,open,open,False,False,4661
422,CONJ,open,open,open,open,False,True,3028
423,CONJ,open,open,open,open,True,False,1678
424,CONJ,open,open,open,open,True,True,318
425,INTJ,closed,closed,closed,closed,False,False,36
426,INTJ,closed,closed,closed,closed,False,True,131
427,INTJ,closed,closed,closed,closed,True,False,75
428,INTJ,closed,closed,closed,closed,True,True,152
429,INTJ,closed,closed,closed,nan,False,False,3
430,INTJ,closed,closed,closed,nan,False,True,29
431,INTJ,closed,closed,closed,nan,True,False,2
432,INTJ,closed,closed,closed,nan,True,True,24
433,INTJ,closed,closed,closed,open,False,False,1
434,INTJ,closed,closed,closed,open,False,True,14
435,INTJ,closed,closed,closed,open,True,False,2
436,INTJ,closed,closed,closed,open,True,True,30
437,INTJ,closed,closed,open,closed,False,False,52
438,INTJ,closed,closed,open,closed,False,True,90
439,INTJ,closed,closed,open,closed,True,False,23
440,INTJ,closed,closed,open,closed,True,True,24
441,INTJ,closed,closed,open,nan,False,False,1
442,INTJ,closed,closed,open,nan,False,True,11
443,INTJ,closed,closed,open,nan,True,True,1
444,INTJ,closed,closed,open,open,False,False,2
445,INTJ,closed,closed,open,open,False,True,8
446,INTJ,closed,closed,open,open,True,True,4
447,INTJ,closed,open,closed,closed,False,False,350
448,INTJ,closed,open,closed,closed,False,True,393
449,INTJ,closed,open,closed,closed,True,False,141
450,INTJ,closed,open,closed,closed,True,True,160
451,INTJ,closed,open,closed,nan,False,True,28
452,INTJ,closed,open,closed,nan,True,False,4
453,INTJ,closed,open,closed,nan,True,True,8
454,INTJ,closed,open,closed,open,False,False,60
455,INTJ,closed,open,closed,open,False,True,46
456,INTJ,closed,open,closed,open,True,False,36
457,INTJ,closed,open,closed,open,True,True,19
458,INTJ,closed,open,open,closed,False,False,232
459,INTJ,closed,open,open,closed,False,True,69
460,INTJ,closed,open,open,closed,True,False,131
461,INTJ,closed,open,open,closed,True,True,16
462,INTJ,closed,open,open,nan,False,True,1
463,INTJ,closed,open,open,nan,True,True,1
464,INTJ,closed,open,open,open,False,False,39
465,INTJ,closed,open,open,open,False,True,6
466,INTJ,closed,open,open,open,True,False,15
467,INTJ,closed,open,open,open,True,True,1
468,INTJ,nan,closed,closed,closed,False,False,138
469,INTJ,nan,closed,closed,closed,False,True,247
470,INTJ,nan,closed,closed,nan,False,True,17
471,INTJ,nan,closed,closed,open,False,False,11
472,INTJ,nan,closed,closed,open,False,True,46
473,INTJ,nan,closed,open,closed,False,False,341
474,INTJ,nan,closed,open,closed,False,True,238
475,INTJ,nan,closed,open,nan,False,True,9
476,INTJ,nan,closed,open,open,False,False,12
477,INTJ,nan,closed,open,open,False,True,24
478,INTJ,nan,open,closed,closed,False,False,4028
479,INTJ,nan,open,closed,closed,False,True,2741
480,INTJ,nan,open,closed,nan,False,True,12
481,INTJ,nan,open,closed,open,False,False,670
482,INTJ,nan,open,closed,open,False,True,397
483,INTJ,nan,open,open,closed,False,False,5103
484,INTJ,nan,open,open,closed,False,True,784
485,INTJ,nan,open,open,nan,False,True,17
486,INTJ,nan,open,open,open,False,False,1188
487,INTJ,nan,open,open,open,False,True,83
488,INTJ,open,closed,closed,closed,False,False,17
489,INTJ,open,closed,closed,closed,False,True,127
490,INTJ,open,closed,closed,closed,True,False,12
491,INTJ,open,closed,closed,closed,True,True,133
492,INTJ,open,closed,closed,nan,False,False,1
493,INTJ,open,closed,closed,nan,False,True,24
494,INTJ,open,closed,closed,nan,True,False,2
495,INTJ,open,closed,closed,nan,True,True,37
496,INTJ,open,closed,closed,open,False,False,1
497,INTJ,open,closed,closed,open,False,True,27
498,INTJ,open,closed,closed,open,True,False,1
499,INTJ,open,closed,closed,open,True,True,46
500,INTJ,open,closed,open,closed,False,False,48
501,INTJ,open,closed,open,closed,False,True,57
502,INTJ,open,closed,open,closed,True,False,73
503,INTJ,open,closed,open,closed,True,True,145
504,INTJ,open,closed,open,nan,False,False,6
505,INTJ,open,closed,open,nan,False,True,14
506,INTJ,open,closed,open,nan,True,False,4
507,INTJ,open,closed,open,nan,True,True,15
508,INTJ,open,closed,open,open,False,False,3
509,INTJ,open,closed,open,open,False,True,7
510,INTJ,open,closed,open,open,True,False,1
511,INTJ,open,closed,open,open,True,True,11
512,INTJ,open,open,closed,closed,False,False,198
513,INTJ,open,open,closed,closed,False,True,237
514,INTJ,open,open,closed,closed,True,False,112
515,INTJ,open,open,closed,closed,True,True,390
516,INTJ,open,open,closed,nan,False,False,1
517,INTJ,open,open,closed,nan,False,True,11
518,INTJ,open,open,closed,nan,True,True,15
519,INTJ,open,open,closed,open,False,False,23
520,INTJ,open,open,closed,open,False,True,44
521,INTJ,open,open,closed,open,True,False,9
522,INTJ,open,open,closed,open,True,True,35
523,INTJ,open,open,open,closed,False,False,126
524,INTJ,open,open,open,closed,False,True,30
525,INTJ,open,open,open,closed,True,False,79
526,INTJ,open,open,open,closed,True,True,18
527,INTJ,open,open,open,nan,True,False,1
528,INTJ,open,open,open,nan,True,True,6
529,INTJ,open,open,open,open,False,False,24
530,INTJ,open,open,open,open,False,True,6
531,INTJ,open,open,open,open,True,False,18
532,INTJ,open,open,open,open,True,True,4
533,NUM,closed,closed,closed,closed,False,False,562
534,NUM,closed,closed,closed,closed,False,True,963
535,NUM,closed,closed,closed,closed,True,False,190
536,NUM,closed,closed,closed,closed,True,True,547
537,NUM,closed,closed,closed,nan,False,False,2
538,NUM,closed,closed,closed,nan,False,True,161
539,NUM,closed,closed,closed,nan,True,False,1
540,NUM,closed,closed,closed,nan,True,True,81
541,NUM,closed,closed,closed,open,False,False,29
542,NUM,closed,closed,closed,open,False,True,161
543,NUM,closed,closed,closed,open,True,False,10
544,NUM,closed,closed,closed,open,True,True,109
545,NUM,closed,closed,open,closed,False,False,1312
546,NUM,closed,closed,open,closed,False,True,1252
547,NUM,closed,closed,open,closed,True,False,660
548,NUM,closed,closed,open,closed,True,True,845
549,NUM,closed,closed,open,nan,False,False,3
550,NUM,closed,closed,open,nan,False,True,102
551,NUM,closed,closed,open,nan,True,False,11
552,NUM,closed,closed,open,nan,True,True,84
553,NUM,closed,closed,open,open,False,False,83
554,NUM,closed,closed,open,open,False,True,189
555,NUM,closed,closed,open,open,True,False,46
556,NUM,closed,closed,open,open,True,True,129
557,NUM,nan,closed,closed,closed,False,False,878
558,NUM,nan,closed,closed,closed,False,True,336
559,NUM,nan,closed,closed,nan,False,True,1
560,NUM,nan,closed,closed,open,False,False,76
561,NUM,nan,closed,closed,open,False,True,48
562,NUM,nan,closed,open,closed,False,False,2716
563,NUM,nan,closed,open,closed,False,True,898
564,NUM,nan,closed,open,nan,False,True,2
565,NUM,nan,closed,open,open,False,False,242
566,NUM,nan,closed,open,open,False,True,119
567,NUM,open,closed,closed,closed,False,False,221
568,NUM,open,closed,closed,closed,False,True,450
569,NUM,open,closed,closed,closed,True,False,172
570,NUM,open,closed,closed,closed,True,True,650
571,NUM,open,closed,closed,nan,False,False,2
572,NUM,open,closed,closed,nan,False,True,96
573,NUM,open,closed,closed,nan,True,False,4
574,NUM,open,closed,closed,nan,True,True,64
575,NUM,open,closed,closed,open,False,False,11
576,NUM,open,closed,closed,open,False,True,68
577,NUM,open,closed,closed,open,True,False,12
578,NUM,open,closed,closed,open,True,True,96
579,NUM,open,closed,open,closed,False,False,729
580,NUM,open,closed,open,closed,False,True,786
581,NUM,open,closed,open,closed,True,False,998
582,NUM,open,closed,open,closed,True,True,1067
583,NUM,open,closed,open,nan,False,False,6
584,NUM,open,closed,open,nan,False,True,122
585,NUM,open,closed,open,nan,True,False,55
586,NUM,open,closed,open,nan,True,True,73
587,NUM,open,closed,open,open,False,False,46
588,NUM,open,closed,open,open,False,True,118
589,NUM,open,closed,open,open,True,False,44
590,NUM,open,closed,open,open,True,True,189
591,PART,closed,closed,closed,closed,False,False,4566
592,PART,closed,closed,closed,closed,False,True,2941
593,PART,closed,closed,closed,closed,True,False,2705
594,PART,closed,closed,closed,closed,True,True,2249
595,PART,closed,closed,closed,nan,False,False,59
596,PART,closed,closed,closed,nan,False,True,273
